"#","No","Issue Title","Issue Details","State","Labels","User name","created","Updated"
"","763","修改summary check","合并summary check","closed","","Airpaul","2015-03-13T01:30:55Z","2015-03-13T01:33:59Z"
"","26","SuppressionCommentFilter does not suppress StrictDuplicateCode Warnings","Created: 2012-10-31 Creator: Christoph Böhme SF issue: 687   The SuppressionCommentFilter does not suppress warnings generated by the StrictDuplicateCode module.  My checkstyle configuration is:  ```                                         ```  The AvoidInlineConditionals is only included to verify that suppression is configured correctly.  In the java file checkstyle is disabled using comments:  ``` public class StrictDuplicateCodeTest {          // CHECKSTYLE:OFF          public static void main(String[] args) {                 int i = 1;                 i += i == 1 ? 2 : 3;                 /* Some random comments                  * in order to                  * produce some                  * duplicate                  * code.                  */                 duplicatedCode(i);         }          public static int duplicatedCode(int j) {                 int i = 1;                 i += i == 1 ? 2 : 3;                 /* Some random comments                  * in order to                  * produce some                  * duplicate                  * code.                  */                 i += j;                 return i;         }          // CHECKSTYLE:ON } ```  In my understanding checkstyle should not produce any warnings when checking this file. However, when running checkstyle on the file I get the following output:  ``` java -jar checkstyle-5.6/checkstyle-5.6-all.jar -c checkstyle.xml StrictDuplicateCodeTest.java Starting audit... StrictDuplicateCodeTest.java:6: 8 gleiche Zeilen in StrictDuplicateCodeTest.java, beginnend bei Zeile 18 Audit done. ```  If I remove the two CHECKSTYLE comments from the file then the output also includes two AvoidInlineConditional warnings:  ``` java -jar checkstyle-5.6/checkstyle-5.6-all.jar -c checkstyle.xml StrictDuplicateCodeTest.java Starting audit... D:\\StrictDuplicateCodeTest.java:5:29: Der Bedingungsoperator sollte vermieden werden. D:\\StrictDuplicateCodeTest.java:17:29: Der Bedingungsoperator sollte vermieden werden. StrictDuplicateCodeTest.java:4: 8 gleiche Zeilen in StrictDuplicateCodeTest.java, beginnend bei Zeile 16 Audit done. ```","closed","approved,","romani","2013-10-26T04:58:10Z","2015-03-19T05:31:26Z"
"","28","AnnotationsUseStyle yields warning on ""({})"" of Array types","Created: 2012-07-31 Creator: Bjoern Kimminich SF issue: 678 (https://sourceforge.net/p/checkstyle/bugs/678/)  > There should be an exceptional handling of the meta-annotation @Target({}) in the AnnotationsUseStyle check. Currently it is reported as ""Annotations cannot have closing parenthesis"" when using the closingParens:never option. As this is a meta-exception it should be excluded from the validation.  http://checkstyle.sourceforge.net/config_annotation.html#AnnotationUseStyle  http://docs.oracle.com/javase/7/docs/api/java/lang/annotation/Target.html  Problem with treatment of Arrays, as Checkstyle does not have ability to know type of classes the declared in other files, we could rely only on user to privide us list of Annotations that have Array as values. Default value should be ""Target""  , option name is closingParensIgnoreList, that contains list of Annotation names separated by coma.    We still come to problem full name usage in code ""@java.lang.annotation.Target({})"", we can ask user to provide full name, additional analys of imports will be required, to distinguish Target from java.lang and from users Annotaton.  Additionally we need to put on web side description from JavaDoc, do the same for Eclipse CS plugin. We need to add description with code example what does closingParens mean, as took we awile to understand a reason of option.  ``` package test;  import java.lang.annotation.ElementType; import java.lang.annotation.Retention; import java.lang.annotation.RetentionPolicy; import java.lang.annotation.Target; @Retention(value=RetentionPolicy.RUNTIME) //@SomeAnnotation({ElementType.FIELD, ElementType.METHOD}) @SomeAnnotation({}) //@Target({ElementType.FIELD, ElementType.METHOD}) @Target({}) public @interface MyAnn {  } ```  ``` package test;  import java.lang.annotation.Documented; import java.lang.annotation.ElementType; import java.lang.annotation.Retention; import java.lang.annotation.RetentionPolicy; import java.lang.annotation.Target;  @Documented @Retention(RetentionPolicy.RUNTIME) @Target(ElementType.ANNOTATION_TYPE) public @interface SomeAnnotation  {     String[] value(); } ```  Example of error if annotation is ""@Target()"" or ""@Target"":  ``` sh-4.3# javac HelloWorld.java                                                                                                                                     HelloWorld.java:10: error: annotation @Target is missing a default value for the element 'value'                                                                  @Target()                                                                                                                                                 ^                                                                                                                                                                1 error   ```","closed","approved,","romani","2013-10-26T23:29:31Z","2015-03-17T21:29:59Z"
"","29","Abstract Interface Should not be Allowed in RedundantModifier","Created: 2011-11-18 Creator: bkh  SF issue: 663  When declaring a method 'public abstract interface', the abstract shouldn't be allowed as it is redundant.   Code:  ``` package test;  public abstract interface TestBug { // here we do not have warning     abstract void foo(); // here we have warning } ```","closed","approved,","romani","2013-10-26T23:57:19Z","2014-09-12T22:22:30Z"
"","30","Exception ""expecting EOF""","Created: 2011-08-24 Creator: Bjoern Kimminich SF issue: 652  For the following code the Eclipse Checkstyle Plug-in 5.6 reports a strange error in line 6, the same from command line execution on : ""Folgende Ausnahme ist aufgetreten - expecting EOF, found 'getterMethod'""  ``` public static Method findGetterMethod(Class beanClass, String propertyName, Class propertyType) {     String getterName = ""get"" + propertyName.substring(0, 1).toUpperCase() + propertyName.substring(1);     Method getterMethod = findMethod(beanClass, getterName, new Class[] {}, propertyType);     if (getterMethod == null && (boolean.class.equals(propertyType) || Boolean.class.equals(propertyType))) {         getterName = ""is"" + propertyName.substring(0, 1).toUpperCase() + propertyName.substring(1);         getterMethod = findMethod(beanClass, getterName, new Class[] {}, propertyType);     }     return getterMethod; } ```  my test:  ``` 22:33 ~/Temp/4 $ java -cp file:///home/rivanov/java/git-others/checkstyle/target/checkstyle-5.7-SNAPSHOT-all.jar com.puppycrawl.tools.checkstyle.Main -c file:///home/rivanov/java/git-others/checkstyle/sun_checks.xml /home/rivanov/workspace-test/test/src/test/CheckStyleErrorTest.java /home/rivanov/workspace-test/test/src/test/CheckStyleErrorTest.java:13:15: expecting RPAREN, found '.' /home/rivanov/workspace-test/test/src/test/CheckStyleErrorTest.java:13:21: expecting IDENT, found '.' /home/rivanov/workspace-test/test/src/test/CheckStyleErrorTest.java:14:21: expecting IDENT, found '.' Starting audit... /home/rivanov/workspace-test/test/src/test/CheckStyleErrorTest.java:0: File does not end with a newline. /home/rivanov/workspace-test/test/src/test/CheckStyleErrorTest.java:7:1: File contains tab characters (this is the first instance). /home/rivanov/workspace-test/test/src/test/CheckStyleErrorTest.java:13: Line has trailing spaces. /home/rivanov/workspace-test/test/src/test/CheckStyleErrorTest.java:16:4: Got an exception - expecting EOF, found 'Class' Audit done. ```  My File:  ``` package test;  import java.lang.reflect.Method;  public class CheckStyleErrorTest {      public static void main(String[] args) {         Class[] classes = new Class[] {};     }      public static Method findGetterMethod(Class beanClass,             String propertyName, Class propertyType, Method getterMethod) {         if ((boolean.class.equals(propertyType)                  || Boolean.class.equals(propertyType))) {             propertyName = """";             Class[] classes = new Class[] {}; //// Exception is here!!!         }         return getterMethod;     }      private static Method findMethod(Class beanClass, String getterName,             Class[] classes, Class propertyType) {         // TODO Auto-generated method stub         return null;     } } ```","closed","approved,","romani","2013-10-27T05:39:51Z","2014-07-28T22:57:14Z"
"","202","Check for interface type parameter name","Created: 2011-04-13 Updated: 2014-06-24 Creator: Anonymous SF: #s567  Checkstyle have two good checks: ClassTypeParameterName ad MethodTypeParameterName. However there seems to be no way to check for type parameter name of the interface. Suggestion is to extend ClassTypeParameterName with this functionality or write a new check InterfaceTypeParameterName - what is more appropriate. Actually, I can do it if more experienced checkstyle developer would tell what way of these two should be adopted. Little example (""Input"" is not reported as wrong type parameter name with both ClassTypeParameterName and MethodTypeParameterName turned on with default regexp):  interface Boo {     Input boo(); }","closed","","maxvetrenko","2014-07-23T16:32:12Z","2014-07-28T06:08:47Z"
"","40","Deployment to maven central repository","Created: 2010-09-16 Creator: Nicolas Dordet  SF issue: 620  make new checkstyle jars to appear at http://mvnrepository.com/artifact/checkstyle/checkstyle after or during release.","closed","approved,","romani","2013-10-28T01:34:07Z","2015-01-23T04:52:14Z"
"","47","False positive with GenericWhitespace - Array","Created: 2010-08-04 Creator: markt_asf SF issue: 617  http://checkstyle.sourceforge.net/config_whitespace.html#GenericWhitespace The following line incorrectly triggers an error with the GenericWhitespace module  ``` private HashMap","closed","high demand,","romani","2013-11-05T02:02:28Z","2014-07-02T11:48:34Z"
"","50","Problem with ClassResolving for RedundantThrowsCheck","Created: 2010-05-21 Creator: Arek Sokołowski  SF issue: 608  Code:  ``` package a.b.c;  public class MyException { } ```  Code:  ``` package test;  import a.b.c.MyClass; import a.b.c.MyException;  /**  * Doc.  */ public class Asset {   public final MyClass m() throws MyException {     MyClass d = new MyClass(""aaa"");     return myClass;   } } ```  Launch: 15:18 ~/Temp $ java -cp file:///home/rivanov/java/git-others/checkstyle/target/checkstyle-5.7-SNAPSHOT-all.jar com.puppycrawl.tools.checkstyle.Main -c file:///home/rivanov/java/git-others/checkstyle/sun_checks.xml MyException.java Asset.java  Starting audit... /home/rivanov/Temp/MyException.java:0: File does not end with a newline. /home/rivanov/Temp/MyException.java:0: Missing package-info.java file. /home/rivanov/Temp/MyException.java:3: Missing a Javadoc comment. /home/rivanov/Temp/MyException.java:3:27: '{' is not followed by whitespace. /home/rivanov/Temp/MyException.java:3:27: '}' is not preceded with whitespace. /home/rivanov/Temp/Asset.java:10:3: Missing a Javadoc comment. /home/rivanov/Temp/Asset.java:10:35: Unable to get class information for MyException.  Unexpected: ""Unable to get class information for MyException."" from RedundantThrowsCheck (AbstractTypeAwareCheck, ClassResolver).  Nuance: this works fine in EclipseCS 5.6 - looks like problem/feature of ClassLoader.","closed","approved,","romani","2013-11-10T00:11:54Z","2014-12-25T22:50:13Z"
"","197","Add allowEmptyAnonymousClasses to WhitespaceAround check","Created: 2009-10-06 Updated: 2012-10-10 Creator: Mark Hobson SF: #sf528  Sometimes it is necessary to create empty anonymous classes inline, for example: MyClass c = new MyClass() {}; A allowEmptyAnonymousClasses property would allow these situations to be ignored in a similar way to empty methods and constructors.  WhitespaceAroundCheck : http://checkstyle.sourceforge.net/config_whitespace.html#WhitespaceAround  Note:  Oracle guides: [Anonymous Classes](http://docs.oracle.com/javase/tutorial/java/javaOO/anonymousclasses.html#Syntax of Anonymous Classes)  Was updated allowEmptyTypes property. This property allows empty classes(top-level, inner anonymous), interfaces and enums bodies.","closed","","maxvetrenko","2014-07-22T18:37:25Z","2014-07-24T16:14:01Z"
"","52","False positive with GenericWhitespace - Multiple Bounds","Created: 2009-07-30 Creator: danrabe  SF issue: 589  Check: http://checkstyle.sourceforge.net/config_whitespace.html#GenericWhitespace  Code:  ``` package src;  public class MyGenericClassBad { } ```  Detected: violation - ""'>' is followed by whitespace."" Expected: no violation","closed","approved,","romani","2013-11-10T01:33:30Z","2014-11-29T16:37:07Z"
"","53","TreeWalker exception on using class for primitives","Created: 2009-07-22 Creator: costamojan SF issue: 583  Code:  ```     public boolean isPrimitive2(Class type) {         return ((boolean.class == type) || (byte.class == type)                 || (char.class == type) || (short.class == type)                 || (int.class == type) || (long.class == type)                 || (float.class == type) || (double.class == type));     } ```  Error: TreeWalker: Got an exception - expecting EOF, found '}'  code 2 from SF issue 373:  ```     public static void main(String[] args)     {         Class c = null;          if (true && (boolean.class.equals(c) || boolean.class.equals(c)))         {             ;         }     } ```","closed","antlr,","romani","2013-11-10T01:52:05Z","2014-07-28T23:15:33Z"
