"#","No","Issue Title","Issue Details","State","Labels","User name","created","Updated"
"","689","SOLR-13489: Stop the leader from trying to rejoin the election on ses…","…sion expiration and harden our zk reconnect code path.","closed","","markrmiller","2019-05-28T16:24:32Z","2019-06-03T16:12:58Z"
"","1340","Jira/lucene-9004: Improve the recall and running performance of Lucene HNSW --- Refactor the implementation of HNSW according to Faiss","There were some misunderstandings in the implementation of HNSW algorithm, making the recall of Lucene HNSW about [5% lower](https://github.com/jtibshirani/ann-benchmarks/pull/1) than Faiss. In addition, Lucene HNSW runs pretty slow than Faiss, especially in building index. This PR is meant to implement the HNSW algorithm in a way similar to Faiss and make it indexing faster. Here're some reasons that why I consider refactoring the implementation, 1) The major target is to **improve the recall percent and develop a correct implementation**; 2) The performance of Lucene HNSW is another concern. In current implementation, it takes over 20 hours to index sift-1M-128D dataset (single segment or forceMerge(1)), making it difficult to be used in real-life search scenarios. I think it's not a good idea to use List.copyOf in Layer.getNodes() since it was invoked too frequently! After removing it, **the indexing time of sift-1M-128D dataset decreases from 20+ hours to about 16 minutes**; 3) Actually , the relationship between neighborhood is not symmetric. Taking the following picture for example, assume that max connection = 2, for Node3 its nearest neighbors are Node1 and Node2, but the nearest neighbors of Node1 are Node2 and Node4. So I think the operations of connecting nodes and shrinking neighbors in current implementation are incorrect! ![image](https://user-images.githubusercontent.com/8521429/76395621-c04fb880-63b2-11ea-9a35-bcce5ac95e84.png) 4) When insert a node at layer l, HNSW tries to greedy search the nearest one node, denoted by Nnearest, from max level layer to (l + 1) layer. Starting from layer l to layer 0, HNSW uses Nnearest rather than all the neighbors of previous layer to search efContruction nearest neighbors. In Faiss, Nnearest keeps unchanged from layer l to layer 0, while re-selecting the nearest node in [nmslib](https://github.com/nmslib/hnswlib/blob/master/hnswlib/hnswalg.h). I followed the implementation of [Faiss HNSW](https://github.com/facebookresearch/faiss/blob/master/impl/HNSW.cpp) since it's much easier and more efficient. 5) The neighborhood shrinkage strategy is incorrect. It should follow triangle inequality. 6) The default connection size (maxConn) in HNSWGraphWriter is 6, which is too small. To balance the recall and the performance, set the parameter to at least 16 would be better!  Following are my test results using Sift1M dataset, where the second and third columns are the recall and qps, respectively: LuceneGraph(M=6, ef_const=50, ef=80)          0.914      106.970 LuceneGraph(M=6, ef_const=50, ef=100)        0.932      122.905 LuceneGraph(M=6, ef_const=50, ef=200)        0.967      106.091                                              LuceneGraph(M=6, ef_const=50, ef=400)        0.984       86.637 LuceneGraph(M=6, ef_const=50, ef=600)        0.988       71.704 LuceneGraph(M=6, ef_const=50, ef=800)        0.990       61.559  Built index in 972.1924469470978 seconds!  Benchmark tool for Lucene IVFFlat/HNSW could be found [here](https://github.com/irvingzhang/ann-benchmarks).  I think both the recall and running performance are much closer to Faiss and much better than current implementation! And the larger M, the higher recall (in average)!  ![image](https://user-images.githubusercontent.com/8521429/76408933-ae791000-63c8-11ea-975f-6bacf313236e.png)  It is likely not the best implementation. Further suggestions and discussions are welcomed.","open","","irvingzhang","2020-03-11T09:16:17Z","2020-03-12T13:51:55Z"
"","1130","SOLR-14109 Always log to stdout from zkcli.sh","There should be no reason to log anywhere else. This fixes a problem with bogous logging when running the tool from Solr's Docker image.","closed","","janhoy","2019-12-30T15:09:44Z","2019-12-30T15:28:29Z"
"","1129","SOLR-14109 Always log to stdout from zkcli.sh","There should be no reason to log anywhere else. This fixes a problem with bogous logging when running the tool from Solr's Docker image.","closed","","janhoy","2019-12-30T15:07:17Z","2019-12-30T15:28:30Z"
"","1096","SOLR-14109 Always log to stdout from zkcli.sh","There should be no reason to log anywhere else. This fixes a problem with bogous logging when running the tool from Solr's Docker image.","closed","","janhoy","2019-12-18T09:24:07Z","2019-12-30T15:05:48Z"
"","673","Replace instances of Math.random with Random.nextDouble","There is a performance overhead associated with Math.random these is unassociated with Random.nextDouble, which performs the same functionality as Math.random. Switching to Random.nextdouble removes this redundancy overhead.","open","missing Jira,","bd2019us","2019-05-11T17:53:44Z","2020-03-06T11:17:37Z"
"","1285","Revert ""LUCENE-8954: refactor Nori analyzer""","There is a lint error in patch. Sorry for confusing.","closed","","danmuzi","2020-02-24T17:44:00Z","2020-02-24T17:44:32Z"
"","1229","LUCENE-8656: Deprecations in FuzzyQuery","There aren't any functional changes here. This just takes Alan's original patch and updates it on master, and puts the deprecation annotations in queryparser code so now we have a clean compile of lucene/queryparser, no deprecation or lint warnings under the gradle build even after running the javacc task.  precommit and tests pass both for Ant and Gradle.  I'll commit this early next week barring objections or earlier if it gets +1...","closed","","ErickErickson","2020-02-01T14:29:47Z","2020-02-03T13:52:57Z"
"","1643","SOLR-14619 avoid SolrIndexSearcher.getDocSet(q)","There are places where we get a DocSet from a query when we don't need to. Also, improved DocSet.getTopFilter to implement DocSetProducer so as to avoid possible re-construction of the DocSet. Deprecated SolrPluginUtils.numDocs. Nobody calls it. Maybe @yonik or @mkhludnev might be interested in code reviewing?","open","","dsmiley","2020-07-02T20:00:05Z","2020-09-01T06:09:39Z"
"","1120","LUCENE-9110: Switch tests to use StackWalker","There are a lot of tests (especially around IndexWriter) that look into stack traces to inject failures or check that some methods were called in their call stack.  This issue will refactor all those tests by adding a few methods to LuceneTestCase that make it easy to verify if some method call/class is in stack trace. On master (Java 11) we can use StackWalker to do this checks, which has a speedup of sometimes >>2 times (depending on how deep you dive into call stack).  There are a few tests (only 3) that do more complex stack trace analysis. Those should be refactored at some point. For now I added a deprecated method to get the whole StackTrace in Java 11, which is still 2 times faster than using an Exception.  For branch 8.x i will apply the same patch, just the LuceneTestCase methods use the old ""Java 8"" way to inspect stack trace using the thread's stack trace (which is very expensive).  So this issue is mainly about refactoring the tests to use a common method pattern to check the existence of stack frames.  One important thing is: Using StackWalker makes sure that the stack is ""correct"". Stacks from Thread or Exception may miss some frames, as it does not deoptimize the code. So depending on JVMs and optimizations (e.g. Graal), call stacks may change if we still use old code for analysis. This is no longer an issue for Java 8, but may be in future.","closed","","uschindler","2019-12-24T16:10:22Z","2019-12-27T10:54:06Z"
"","1106","LUCENE-9106: UniformSplit postings format allows extension of block/line serializers.","There are 4 public method signature changes in UniformSplitTermsReader, UniformSplitTermsWriter and their shared-terms extensions. However this seems to me it is still ok to push that to 8x.","closed","","bruno-roustant","2019-12-20T14:17:06Z","2020-08-31T06:57:56Z"
"","1313","LUCENE-8962: Split test case","The testMergeOnCommit test case was trying to verify too many things at once: basic semantics of merge on commit and proper behavior when a bunch of indexing threads are writing and committing all at once.  Splitting the test into two should make the tests more robust - one will verify basic behavior, with strict assertions on invariants, while the other just verifies that everything gets indexed and we don't throw an exception when multiple threads are indexing and merging on commit.  Also, the part of the test that is now testMultithreadedMergeOnCommit can take several seconds to run, so moving it to the @Nightly set.   * SOLR-####:   LUCENE and SOLR must be fully capitalized. A short description helps people scanning pull requests for items they can work on.  Properly referencing the issue in the title ensures that Jira is correctly updated with code review comments and commits. -->   # Description  Fixing an intermittent test failure on testMergeOnCommit.  # Solution  Split the logic from testMergeOnCommit into two test cases. The basic test has consistently passed, and actually verifies the merge on commit invariants. The more complicated, more potentially-brittle multithreaded test doesn't necessarily satisfy clear invariants (as we may be merging on commit from multiple threads, which could result in multiple segments in the end), but it should never throw an exception or lose any updates.  # Tests  Split existing test case into two test cases. Ran tests multiple times.  # Checklist  Please review the following and check all that apply:  - [X] I have reviewed the guidelines for [How to Contribute](https://wiki.apache.org/solr/HowToContribute) and my code conforms to the standards described there to the best of my ability. - [X] I have created a Jira issue and added the issue ID to my pull request title. - [X] I have given Solr maintainers [access](https://help.github.com/en/articles/allowing-changes-to-a-pull-request-branch-created-from-a-fork) to contribute to my PR branch. (optional but recommended) - [X] I have developed this patch against the `master` branch. - [X] I have run `ant precommit` and the appropriate test suite. - [X] I have added tests for my changes. - [ ] I have added documentation for the [Ref Guide](https://github.com/apache/lucene-solr/tree/master/solr/solr-ref-guide) (for Solr changes only).","closed","","msfroh","2020-03-03T22:16:42Z","2020-03-06T04:41:40Z"
"","1375","Fix TestXYPoint#testEqualsAndHashCode","The test should not assume that different objects have always different hashcodes.","closed","","iverase","2020-03-25T07:22:00Z","2020-03-27T17:52:06Z"
"","1418","LUCENE-9309: Wait for #addIndexes merges when aborting merges","The SegmentMerger usage in IW#addIndexes(CodecReader...) might make changes to the Directory while the IW tries to clean-up files on rollback. This causes issues like FileNotFoundExceptions when IDF tries to remove temp files. This changes adds a waiting mechanism to the abortMerges method that, in addition to the running merges, also waits for merges in addIndices(CodecReader...)","closed","","s1monw","2020-04-08T20:15:03Z","2020-04-10T10:55:06Z"
"","1521","Lucene-9371: Allow external access to RegExp's parsed structure","The RegExp parser holds a useful representation of the parsed logic in a regular expression but does not have a public API that would allow the objects to be transformed to new forms e.g. to render to an English explanation of the logic. This PR exposes that capability by making the internal fields public and final. I toyed with the idea of just adding getter methods but the internal state of this class should ideally be made immutable anyway so instead I opted for making the parsed fields final.","closed","enhancement,","markharwood","2020-05-15T14:40:48Z","2020-05-19T16:38:01Z"
