"#","No","Issue Title","Issue Details","State","Labels","User name","created","Updated"
"","1","SOLR-8573: Implement ConnectionImpl,StatementImpl,ResultSetImpl clear…","…Warnings and getWarnings","closed","","joel-bernstein","2016-01-24T03:03:41Z","2016-01-24T03:45:02Z"
"","582","Change heap array init index to 1","change heap array init index to 1","closed","","hanbj","2019-02-20T15:02:59Z","2019-07-04T19:49:54Z"
"","267","can i provide index number manually with the document","can i provide index number manually with the document in the index writer","closed","","AtulKumVerma","2017-10-26T13:13:15Z","2019-01-22T02:45:11Z"
"","219","TieredMergePolicy.findMerges improvements","Calculate the total size of index from the beginning by excluding too big segments. When finding all the merges take in account that merges also produces segments.  Just something I have found while looking on the code and understanding how default elasticsearch settings applies to lucese merging strategy.  Not sure if that worth the effort of taking in master.  I have not tested it and have not even tried to compile.","closed","","outcoldman","2017-07-13T17:27:48Z","2019-09-20T06:48:28Z"
"","133","LUCENE-9069: Prevent memory leaks in PerFieldAnalyzerWrapper","By overriding the 'close' method. Otherwise nothing will close the defaultAnalyzer as well as all the fieldAnalyzers.","open","","boris-petrov","2016-12-30T12:38:41Z","2019-11-27T08:23:12Z"
"","553","SOLR-9515: Update to Hadoop 3","Builds on existing branch from @markrmiller. Updated to master branch and made sure that HDFS tests are passing. Added comments to a few files on the PR as to why it was changed.","closed","","risdenk","2019-01-29T14:31:49Z","2019-02-02T14:34:46Z"
"","550","SOLR-13148","Building upon Gus' patch. This PR removes all hard coded mentions of TimeRoutedAlias to pave way for the new CategoryRoutedAlias which will be implemented in upcoming tickets.","closed","","moshebla","2019-01-28T00:44:05Z","2019-03-17T07:28:51Z"
"","389","[LUCENE-6687] not necessary nested for loop removed for terms retriev…","Bug in term frequencies calculation for the MLT","closed","","alessandrobenedetti","2018-05-31T15:40:46Z","2019-06-14T12:38:00Z"
"","119","SOLR-4735 Improve Solr metrics","Branch created from the patch in Jira by Kelvin Wong.  Changes include: * using shared instances of `MetricRegistry` per core. * unit test modifications.","closed","","sigram","2016-11-24T15:38:01Z","2016-11-29T13:53:01Z"
"","98","SOLR-9644: Fix boost handling in SimpleMLTQParser and CloudMLTQParser.","Both parsers tried to handle field boosts but didn't do it properly. This pull request includes the following changes to both: - Parse boosts from qf even if boost=false to avoid errors. - Use the field names from the boost parsing so that they are always clean. - Add tests for the same query with and without boosting.  Also fixed is an additional problem in CloudMLTQParser where it added IndexableField type fields to the filtered document as is, which caused the document to include field definition strings such as ""stored"" and ""indexed"". This caused the MLT query to return records including these terms under some circumstances.","closed","","EreMaijala","2016-10-17T07:39:59Z","2017-01-04T11:21:54Z"
"","56","SOLR-8596: Split only on first equal sign","Being more careful about splitting only on first equal sign, not all of them for raw requests. This avoids breaking local parameters syntax.","closed","","arafalov","2016-07-27T00:13:22Z","2016-07-28T14:23:30Z"
"","613","LUCENE-8671: Expose FST off/on-heap options on Lucene50PostingsFormat","Before we can expose options to configure this postings format on a per-reader basis we need to expose the option to load the terms index FST off or on heap on the postings format. This already allows to change the default in a per-field posting format if an expert user wants to change the defaults. This essentially provides the ability to change defaults globally while still involving some glue code.","closed","","s1monw","2019-03-20T14:13:42Z","2019-04-04T14:59:38Z"
"","592","fix the spacing in ngtimeago","basic change for cosmetics","closed","","MarcusSorealheis","2019-02-27T03:07:30Z","2019-04-27T14:40:15Z"
"","113","SOLR-9760 Avoid temporary files to determine java version","Avoid creating a temporary file so that solr does not require permissions in the current working directory.","closed","","afscrome","2016-11-14T19:37:51Z","2017-09-30T19:41:17Z"
"","242","a little error about TopDocs","as the comment says :""Returns true if first is < second"", but the fact is opposited","closed","","kkewwei","2017-09-03T16:57:42Z","2019-09-19T05:42:04Z"
"","270","[SOLR-11597] Implement RankNet.","As described in [this tutorial](https://github.com/airalcorn2/Solr-LTR) ([Jira](https://issues.apache.org/jira/browse/SOLR-11597)).","closed","","airalcorn2","2017-11-02T18:22:50Z","2018-03-02T20:03:13Z"
"","198","[SOLR-10550] Improve FileFloatSource eviction // reduce FileFloatSource memory footprint","As a follow up from `SOLR-10506` we found another possible memory leak in Solr. The values generated from an `ExternalFileField` are cached in a static cache inside the `FileFloatSource`. That cache caches both a `IndexReader` and `FileFloatSource`s loaded using that `IndexReader`. Cache eviction is left to the internally used WeakHashMap or a full eviction can be triggered via url. We are dealing with large synonym files and word lists stored in managed resources. Those are tied to the SolrCore as described in `SOLR-10506`. We're also using `ExternalFileField`s whose `FileFloatSource` are cached in said static cache. The FileFloatSource hold strong (transitive) references to the SolrCore they have been created for.  After a couple of collection reloads, the cache eviction mechanism of the `WeakHashMap` gets activated pretty close to heap exhaustion. The patch attached adds a mechanism to evict cache entries created in the context of a `SolrCore` upon it's close using a close hook in the `ExternalFileFieldReloader`. It furthermore adds a static cache reset method for all entries bound to a given IndexReader. I'm not sure, if the added cache resets are too aggressive or executed too often, I'd like to leave that to the experts.  N.B.: I did this second PR for the same issue to separate code changes for both SOLR-10506 and SOLR-10550 which I maintained on the same fork branch :-/","open","","tboeghk","2017-05-04T11:30:03Z","2017-05-04T11:30:03Z"
"","510","LUCENE-8573: Use FutureArrays#mismatch in BKDWriter","As [LUCENE-8573](https://issues.apache.org/jira/browse/LUCENE-8573) describes, BKDWriter uses loops in many places to find the first mismatching byte between multiple arrays. This change replaces that with FutureArrays#mismatch.","closed","","cbuescher","2018-11-27T21:53:50Z","2018-11-28T10:02:25Z"
"","533","LUCENE-8636: TestPointQueries and long execution times","Applied Adrien's feedback.","closed","","dweiss","2019-01-14T14:26:01Z","2020-02-15T17:49:33Z"
"","325","SOLR-7798 ExpandComponent support for non-collapsed results","Applications of ExpandComponent that do not involve prior collapsing of results on the expand field had been throwing NPE in `getGroupQuery` due to different count/size tracking.","closed","","magibney","2018-02-22T18:03:39Z","2019-12-08T04:29:34Z"
"","6","[SOLR-8612] DIH JdbcDataSource: Always close ResultSet and Statement","and also some more minor changes for better extensibility (https://issues.apache.org/jira/browse/SOLR-8618)","closed","","tinexw","2016-02-05T22:52:33Z","2016-07-14T12:43:05Z"
"","107","SOLR-9708 UnifiedHighlighter Solr Plugin","An initial implementation of a solr plugin for the unified highlighter.","closed","","Timothy055","2016-10-31T21:14:06Z","2019-01-18T22:28:41Z"
"","577","SOLR-13260: Up to 128 bit integer point type - ByteString","An initial implementation of 128 bit integer point filed type. Would benefit from somebody with a bit more experience with the code base having a look at it to make sure everything is ok.  I've called the file type ""longlong"", as the C standard definition of longlong is ""at least 64 bits"".   Some issues to consider: Input/output: Text based formats (CSV,JSON,XML) are supported Sorting - missing value support not implemented Faceting and Functions not implemented  - is facet functionality even valid without numeric fields? Transaction log support not implemented - JavaBinCodec currently not supported - Is this required for replication to work?","open","","tigerquoll","2019-02-17T10:28:59Z","2020-08-18T01:15:35Z"
"","34","Move hdfs stuff out into a new contrib","An attempt to move hdfs/Hadoop related classes out of core SOLR into a new contrib, and reduce the size of SOLR core by thus removing some of the Hadoop JARs. Notes, in no particular order: - tests that are sub-classed to create new hdfs tests are turned into BaseTest classes in test-framework, and a test sub-class added in core/test and hdfs/test - dependencies on hadoop-auth and hadoop-minikdc not moved in contrib (these JARs are small anyway) - a couple of uses of org.apache.hadoop.fs.Path in core replaced by String manipulations - should blockcache package be moved in its entirety or is this not only used by hdfs? - to get an HdfsUpdateLog you now need to specify this class in solrconfig.xml in the UpdateLog config, instead of this happening automatically by having an hdfs:/ prefix to the data directory. This means for the hdfs tests, which reuse the test-files from core, we use a system property to force the behaviour. Is there a better way? - could move BadHdfsThreadsFilter into hdfs contrib but then would have to make morphines depend on hdfs for this one class, in any case, BadHdfsThreadsFilter does not depend on any Hadoop classes - map-reduce contrib now depends on hdfs contrib","closed","","tomjon","2016-04-28T15:34:33Z","2019-03-19T10:01:50Z"
"","151","LUCENE-7671 - Enhance UpgradeIndexMergePolicy with additional options","Also updates Backwards compatibility tests","open","","kelaban","2017-01-31T17:27:37Z","2017-04-07T18:08:55Z"
"","473","SOLR-12878 - Use the cached SolrIndexSearch.fieldInfos instead of recreating one each time FacetFieldProcessorByHashDV is constructed","Also this updates one of the collect methods to use the `advanceExact` method to match the other collect methods.","closed","","tpunder","2018-10-17T15:36:17Z","2019-01-18T23:41:39Z"
"","149","Cleanup snapshot metadata during collection deletion","Also fixed small issues in the SolrSnapshotsTool","closed","","hgadre","2017-01-30T18:44:06Z","2017-01-31T18:23:51Z"
"","217","added initial .travis.yml","Already reveals [build failure of Maven project](https://travis-ci.org/krichter722/lucene-solr/builds/251276455), so it seems useful to use Travis CI.","closed","","krichter722","2017-07-07T19:21:53Z","2019-11-27T08:02:41Z"
"","126","SOLR-9876 Reuse CountSlotArrAcc internal array for same level subFacets","All facet processors are processed sequentially. We can reuse CountSlotArrAcc internal array across same level facet processors instead of reallocating new array for each.","closed","","rustamhsmv","2016-12-17T21:56:19Z","2020-11-17T23:46:58Z"
"","349","LUCENE-7960 EdgeNGramTokenFilter & NGramTokenFilter: Add ability to keep original tokens.","Adds the following properties to EdgeNGramTokenFilter & NGramTokenFilter: - keepShortTerm: Don't drop input tokens smaller than minGramSize. - keepLongTerm: Don't drop input tokens longer than maxGramSize.","closed","","iwesp","2018-03-31T20:36:58Z","2018-04-25T20:01:19Z"
"","362","LUCENE-7960 N-Gram filters: Add options to keep original terms.","Adds the following properties to EdgeNGramTokenFilter & NGramTokenFilter: - keepShortTerm: Don't drop input terms smaller than minGramSize. - keepLongTerm: Don't drop input terms longer than maxGramSize.","closed","","iwesp","2018-04-25T20:03:57Z","2018-06-11T15:51:26Z"
"","49","SOLR-9279 Adds comparison function queries","Adds the following function queries - gt(lhs,rhs)   (return 1 if lhs > rhs, 0 otherwise) - lt(lhs,rhs)      (return 1 if lhs < rhs, 0 otherwise) - gte(lhs,rhs)     (return 1 if lhs >= rhs, 0 otherwise) - lte(lhs,rhs)    (return 1 if lhs <= rhs, 0 otherwise) - eq(lhs,rhs)    (return 1 if lhs == rhs, 0 otherwise)  Primarilly for use in if statements, ie  ``` boost=if(gt(age_i,30),1,0.8) ```","closed","","softwaredoug","2016-07-06T00:57:47Z","2016-07-29T14:27:54Z"
"","165","LUCENE-7615 of 8 March 2017.","Adds support for SpanSynonymQuery in xml queryparser.","closed","","ghost","2017-03-08T22:16:07Z","2019-06-14T11:38:04Z"
"","130","LUCENE-7603: branch_6x Support Graph Token Streams in QueryBuilder","Adds support for handling graph token streams inside the QueryBuilder util class used by query parsers.  This is a backport to `branch_6x`.","closed","","mattweber","2016-12-28T18:35:46Z","2017-02-17T09:53:52Z"
"","129","LUCENE-7603: Support Graph Token Streams in QueryBuilder","Adds support for handling graph token streams inside the QueryBuilder util class used by query parsers.","closed","","mattweber","2016-12-26T17:09:29Z","2017-01-03T14:02:30Z"
