"#","No","Issue Title","Issue Details","State","Labels","User name","created","Updated"
"","399","Update overview.html","合并原作者的更新","closed","","mezhou887","2013-11-03T15:26:21Z","2013-11-03T15:29:01Z"
"","15538","Propagate LCEMFB.packagesToScan to native PersistenceProvider to pick up annotated packages [SPR-10910]","**[Joris Kuipers](https://jira.spring.io/secure/ViewProfile.jspa?name=jkuipers)** opened **[SPR-10910](https://jira.spring.io/browse/SPR-10910?redirect=false)** and commented  I'm using `LocalContainerEntityManagerFactoryBean#setPackagesToScan` without a `persistence.xml` in combination with Hibernate. This works great for annotated entities, but fails to pick up annotated packages. Case in point: I'm using an `@FilterDef` that I don't want to have to repeat on multiple entities, so I've placed it on a package. This works with a `persistence.xml` as Hibernate does some additional work when building the `PersistenceUnitInfo` then, but I would like to remain `persistence.xml`-less if possible.  From what I can see, the JPA `PersistenceUnitInfo` (which Spring creates for me in this case) simply doesn't provide support to pass in annotated packages. However, there is (at least for Hibernate) a workaround: from inside the `HibernatePersistenceProvider` you can call `Ejb3Configuration#addPackage` to have Hibernate pick up the annotated packages. So, for now I'm subclassing the `HibernatePersistenceProvider` and override `createContainerEntityManagerFactory(PersistenceUnitInfo, Map)` like this:  ``` public class SmartHibernatePersistence extends HibernatePersistence { 	 	private String[] annotatedPackages = new String[0]; 	 	/** 	 * Overridden to allow specifying annotated packages. Without this, when you use Spring's 	 * {@link LocalContainerEntityManagerFactoryBean#setPackagesToScan(String...)} package-level 	 * annotations are not picked up.  	 */ 	public EntityManagerFactory createContainerEntityManagerFactory(PersistenceUnitInfo info, Map properties) { 		Ejb3Configuration cfg = new Ejb3Configuration(); 		for (String annotatedPackage: annotatedPackages) { 			cfg.addPackage(annotatedPackage); 		} 		Ejb3Configuration configured = cfg.configure( info, properties ); 		return configured != null ? configured.buildEntityManagerFactory() : null; 	} 	 	public void setAnnotatedPackages(String... annotatedPackages) { 		this.annotatedPackages = annotatedPackages; 	}  } ```  and then call `LCEMFB#setPersistenceProvider` with a configured instance of this class.  That does however require me to specify all my annotated packages (there is no recursive scanning here). It would be way cooler if Spring would recursively scan for annotated packages when using `LCEMFB#setPackagesToScan` and would then pass them on to a Spring-provided extension of the native JPA provider's `PersistenceProvider` implementation that knows how to register these annotated packages: for example, by having it's own subtype of the `PersistenceProvider` interface that is 'package aware' that is supported in addition to the regular `PersistenceProvider`, with implementations for the common JPA providers.  So, basically, that's my feature request ;)  I haven't checked how this works for other JPA providers, but I assume they should provide similar ways to deal with annotated packages when building up their own `EntityManagerFactoryBean` from their configuration.  ---  **Issue Links:** - #14922 In AnnotationSessionFactoryBean, be able to specify annotatedPackages and packagesToScan in one property - #13233 Hibernate Annotation scanner missing package-info.java - #16316 Support for Hibernate ORM 5.0 - #15885 Add potentially existing orm.xml file to default persistence unit when packages to scan is used  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/591f79514d47ab21ed754818463ba1e4c668b5a9, https://github.com/spring-projects/spring-framework/commit/0232739293f637103a85f7b922d9f7006afc4b72  4 votes, 7 watchers","closed","type: enhancement,","spring-projects-issues","2013-09-12T01:33:12Z","2019-01-11T22:10:39Z"
"","16068","RestTemplate's connection/read timeout settings not applied when using Apache HttpClient [SPR-11442]","**[Jongwook Choi](https://jira.spring.io/secure/ViewProfile.jspa?name=wookayin)** opened **[SPR-11442](https://jira.spring.io/browse/SPR-11442?redirect=false)** and commented  To use Apache HttpClient as a backend of RestTemplate, one should use HttpComponentsClientHttpRequestFactory. However,  The methods  - HttpComponentsClientHttpRequestFactory#setConnectTimeout(int timeout) - HttpComponentsClientHttpRequestFactory#setReadTimeout(int timeout)  are not working since Spring 4.0.0. (affected versions are: 4.0 GA, 4.0.1, 4.0.2 and current master) The version of Apache HttpClient used is 4.3.2 (the latest as of now - Spring 4 requires HttpClient 4.3+)  Actually, the timeout is overwritten to zero on execution, and therefore it might cause an unexpected hang. In the old version of spring (e.g. 3.2.x) everything works fine. (see the test in the reference URL)  More details I've figured out:  - HttpComponentsClientHttpRequest is created well with the timeout settings configured.   (The configuration is hold in an instance of RequestConfig, contained in a HttpContext) - But when the request it is executed, RequestConfig is overwritten completely.   (see the line 806 of AbstractHttpClient.java of HttpClient 4.3) - I suspect the cause is commit [296e2189](https://github.com/spring-projects/spring-framework/commit/296e2189a2376745414a065e9239b066c31e2bed) (#13446).  ---  **Affects:** 4.0.2  **Reference URL:** https://gist.github.com/wookayin/9087154  **Issue Links:** - #18993 Defensively access deprecated AbstractHttpClient class from Apache HttpComponents  0 votes, 6 watchers","closed","type: regression,","spring-projects-issues","2014-02-18T22:43:12Z","2019-01-11T21:25:29Z"
"","16157","File extension not removed when URI variable contains a dot [SPR-11532]","**[Jonathan Peffer](https://jira.spring.io/secure/ViewProfile.jspa?name=jpeffer)** opened **[SPR-11532](https://jira.spring.io/browse/SPR-11532?redirect=false)** and commented  While mapping a URI fragment into a nested object's attribute and using the ContentNegotiatingViewResolver, the content-type appended at the end of the URL is not stripped from the bound value.  Using the following URL:  ``` http://localhost/rest/establishments/employees/976685.json ```  I receive the following JSON payload response (I've isolated the return to just the bound ModelAttribute to be more concise):  ``` request-payload"":{""areaOfResponsibility"":{""owner"":{""id"":""976685.json""}}} ```  Here is the annotated method signature in the associated Controller:  ``` @RequestMapping(value = ""/establishments/employees/{areaOfResponsibility.owner.id}"",                     method = RequestMethod.GET) public String getEstablishmentsByEmployeeId(@Valid @ModelAttribute(""request-payload"") EstablishmentDto establishment,                                                 ModelMap model) ```  If I however do not map to an attribute of a nested object and rather use a base object like String, Integer, etc. within the top level object, the content-type is removed properly from the mapped value.  Using the following URL:  ``` http://localhost/rest/assets/establishments/123456789.json ```  I receive the following JSON payload response (I've isolated the return to just the bound ModelAttribute to be more concise):  ``` request-payload"":{""establishmentId"":""123456789""} ```  Here is the annotated method signature in the associated Controller:  ``` @RequestMapping(value = ""/assets/establishments/{establishmentId}"",                     method = RequestMethod.GET) public String getAssetByEstablishmentId(@Valid @ModelAttribute(""request-payload"") EstablishmentDto establishment,                                             ModelMap model) ```  As you can see, this properly strips the content-type from the value of the mapped path variable.  I have only tested and confirmed this behavior is present within Spring 4.0.1-RELEASE, 4.0.2-RELEASE, and 4.0.3-BUILD-SNAPSHOT.  ---  **Affects:** 4.0.1, 4.0.2  **Issue Links:** - #16225 PatternsRequestCondition strips off extensions  0 votes, 5 watchers","closed","status: declined,","spring-projects-issues","2014-03-09T18:03:18Z","2019-01-12T16:35:18Z"
"","15866","Private constant HttpHeaders.UPGARDE misspelled [SPR-11241]","**[Jon Ekdahl](https://jira.spring.io/secure/ViewProfile.jspa?name=damaan)** opened **[SPR-11241](https://jira.spring.io/browse/SPR-11241?redirect=false)** and commented  org.springframework.http.HttpHeaders.UPGARDE should be ""UPGRADE"". I was browsing the sources for predefined header names when I stumbled onto the misspellt constant. The constant is not part of the public API, but I guess you would want to correct it anyway.   ---  **Affects:** 4.0 GA  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/ff92f5af57f36436635352164cf8b96207fa463d","closed","type: enhancement,","spring-projects-issues","2013-12-17T05:00:45Z","2014-01-28T13:07:10Z"
"","15724","Minor issue with fix for CVE 2010-1622 [SPR-11098]","**[John Melton](https://jira.spring.io/secure/ViewProfile.jspa?name=jtmelton)** opened **[SPR-11098](https://jira.spring.io/browse/SPR-11098?redirect=false)** and commented  There is a minor issue with the fix for CVE 2010-1622 (http://docs.spring.io/spring/docs/2.5.6.SEC03/changelog.txt). I don't have an exploitable vulnerability, but the issue could lead to a security issue. I couldn't find on the site how to specify this was a security issue and didn't want to post it in the open. Please let me know how to post with the visibility restricted.   ---  **Affects:** 4.0 RC1  **Reference URL:** https://github.com/spring-projects/spring-framework/blob/master/spring-beans/src/main/java/org/springframework/beans/CachedIntrospectionResults.java  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/62ea627965eb10eb3f3c2b2388ff6d1ac7ddb3a6, https://github.com/spring-projects/spring-framework/commit/7f895222e17b0970d4f9ab038b2f03c26aaf6f03  **Backported to:** [3.2.6](https://github.com/spring-projects/spring-framework/milestone/94?closed=1)  0 votes, 5 watchers","closed","type: enhancement,","spring-projects-issues","2013-11-18T19:30:13Z","2013-12-11T23:57:18Z"
"","15991","MockRestServiceServer should allow for an expectation to occur multiple times. [SPR-11365]","**[John Mark](https://jira.spring.io/secure/ViewProfile.jspa?name=springiscool)** opened **[SPR-11365](https://jira.spring.io/browse/SPR-11365?redirect=false)** and commented  Currently, the MockRestServiceServer requires that each expectation only be executed once.  It would be nice to be able to say expect this and respond like this any number of times.  Similar to the way the Mockito works.  When setting up expectations using when().thenReturn() it can be executed any number of times.  ---  **Affects:** 4.0 GA  **Issue Links:** - #17016 MockRestServiceServer should allow more verification options - #19734 MockRestServiceServer should allow for an expectation to never occur.  3 votes, 5 watchers","closed","type: enhancement,","spring-projects-issues","2014-01-28T11:26:09Z","2020-05-28T12:43:27Z"
"","15897","mvc:annotation-driven incorrectly detects validation provider on classpath [SPR-11272]","**[John Mark](https://jira.spring.io/secure/ViewProfile.jspa?name=springiscool)** opened **[SPR-11272](https://jira.spring.io/browse/SPR-11272?redirect=false)** and commented  I currently have javax.validation:validation-api:1.1.0.Final on my classpath since I include an artifact that uses that jar.  Spring seems to detect this and try to create a validator using org.springframework.validation.beanvalidation.LocalValidatorFactoryBean which then fails since I don't have a validation provider like Hibernate Validator on my classpath.  This then causes my entire webapp to fail to start.  This behavior does not make sense to me.  If I don't have a validation provider on my classpath, then why does Spring think I want to use validation?  I would think that mvc:annotation-driven should use the same type of detection mechanism that LocalValidatorFactoryBean uses to determine if a validation provider is on the classpath.  That way it wouldn't try to create a validator just because I have the validation **API** on my classpath.  It should only try to create a validator if a **provider** implementation exists.  According to the documentation at http://docs.spring.io/spring-framework/docs/current/spring-framework-reference/html/mvc.html (Section 16.1.1)  should only enable validation if a JSR-303 **Provider** is present on the classpath.  ---  **Affects:** 4.0 GA  **Issue Links:** - #15811 Support for `@Valid` in `@MessageMapping` annotated methods  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/b9c8f47b01b0bb2833539643d429b79ef0adabf5, https://github.com/spring-projects/spring-framework/commit/6a5a3c97edae048c2b54d549a6764713923c0bfa, https://github.com/spring-projects/spring-framework/commit/e3344898cd7dc64577c60174372d7d2fd33e8d45, https://github.com/spring-projects/spring-framework/commit/6aabb5f17e93e20746f06d1005c8a6968b20103c, https://github.com/spring-projects/spring-framework/commit/c48da0d9a4db3f4084db7ccc8c0a730c3ff5045a, https://github.com/spring-projects/spring-framework/commit/8d1e55d1018d11b1d693a731ecfd0164a82784d1","closed","type: bug,","spring-projects-issues","2014-01-01T13:04:16Z","2019-01-13T06:56:43Z"
"","16301","Form select tag ""multiple"" attribute not recognized [SPR-11678]","**[John Andrew Barnes](https://jira.spring.io/secure/ViewProfile.jspa?name=jabarnes01)** opened **[SPR-11678](https://jira.spring.io/browse/SPR-11678?redirect=false)** and commented  After upgrading to 4.0.3-RELEASE, ""ctrl + click"" on select list items no longer resulted in multiple items being selected.  I was only able to select a single list item.  After reverting back to 3.2.7-RELEASE all worked as expected.  Here's a snippet of the JSP code:","closed","type: bug,","spring-projects-issues","2014-04-09T04:30:23Z","2019-01-11T21:02:49Z"
"","15573","AbstractApplicationEventMulticaster throws NPE when ApplicationEvent's source is null [SPR-10945]","**[Johannes Scharf](https://jira.spring.io/secure/ViewProfile.jspa?name=scharfj)** opened **[SPR-10945](https://jira.spring.io/browse/SPR-10945?redirect=false)** and commented  `AbstractApplicationEventMulticaster` throws a `NullPointerException`  at line 131 if the `ApplicationEvent's` source is `null`:  ```java protected Collection getApplicationListeners(ApplicationEvent event) { 	Class","closed","in: core,","spring-projects-issues","2013-09-28T05:41:14Z","2019-01-11T22:10:07Z"
"","15618","Update json-path dependency to 0.9.0 [SPR-10990]","**[Johannes Mockenhaupt](https://jira.spring.io/secure/ViewProfile.jspa?name=jotomo)** opened **[SPR-10990](https://jira.spring.io/browse/SPR-10990?redirect=false)** and commented  Json-Path version 0.9.0 has been released and is a maintenance release as far as I can tell, please consider upgrading.  From http://code.google.com/p/json-path/ :  ??2013-09-27 Released 0.9.0 bug fixes, general improvements??  Thanks!   ---  **Affects:** 3.2.4  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/efa86e80d8be934519de189cecaaba9f05c6ebbc","closed","type: enhancement,","spring-projects-issues","2013-10-15T08:11:58Z","2013-10-31T12:28:00Z"
"","16142","ConstructorResolver will generate NPE in case of no factory method found when there are explicit args [SPR-11517]","**[Joe Gamache](https://jira.spring.io/secure/ViewProfile.jspa?name=blackduck.joe)** opened **[SPR-11517](https://jira.spring.io/browse/SPR-11517?redirect=false)** and commented  You can find this bug by inspection if you simply look at the code.  So please do not turn around and ask me for a test case.  In fact, there should be a Unit Test case added internally for this usage as I do not believe that there can be one given the code.  Look at org.springframwork.beans.factory.support.ConstructorResolver in the 'instantiateusingFactoryMethod'.   If there are 'explicitArgs' all is fine until the if statement at line: 440: if (explicitArgs != null) In this usage, ""resolvedValues"" IS NEVER INITIALIZED!!!  This guarantees a NullPointerException on line 533:      boolean hasArgs = (resolvedValues.getArgumentCount() > 0)  The problem can also be stated in English: If explicitArgs are used they are never loaded into the resolvedValues data structure from which the code extracts them, thus this can not work.   ---  **Affects:** 3.2.8, 4.0.2  **Attachments:** - [source.zip](https://jira.spring.io/secure/attachment/21800/source.zip) (_7.56 kB_)  **Backported to:** [3.2.9](https://github.com/spring-projects/spring-framework/milestone/97?closed=1)","closed","in: core,","spring-projects-issues","2014-03-05T04:47:07Z","2014-03-26T22:34:05Z"
